question_id,question_title,question_desc,sample_solution,question_type
20_21-2-1-java,Logistics at the North Pole (Java),"Input: Two arrays $A = [a_1, a_2,...,a_n], B = [b_1, b_2, ..., b_m]$
with $1 \leq m, n \leq 2.85 \cdot 10^7$
and $\forall 1\leq i \leq n: 0 \leq a_i,b_i \leq 2,85 \cdot 10^7$.
Moreover, $\max(A) \leq |B| - 1$

Output:  A binary string $s$ of length $m$ , where the $i$-th digit is
is defined as follows:

$s[i] = \begin{cases} 1, &\text{if } |A|_i \leq B[i] \ 0, &\text{if } |A|_i > B[i] \end{cases}$

where $|A|_i$ describes how often the number $i$ occurs in the array $A$.

Timelimit: 1 CPU second

It is Christmas and Santa Claus has little time left: He must
come up with a system to deliver all presents in time.
For this he uses the following system: First, all the cuddly
toys are delivered, then all books, and so on. The category of the
$i-$th gift is $A[i]$. Unfortunately Santa's sleigh does not
have an infinitely large capacity: For objects of the
category $i$, Santa's sleigh has a maximum capacity of $B[ i]$.
Now he would like to know if it is possible to deliver all objects of a
category in one run. For this he wants
you to generate a string with the following properties:
the $i$-th digit is a one if it is possible to deliver all objects of the
category $i$ in one pass and $0$ if this is not possible.
As a reminder, Santa Claus can deliver all objects of the
category $i$ in one pass if $|A|_i \leq B[i]$ holds.
Since Santa does not have much time left, your algorithm must have
a run time of $O(n + m)$.

Hint:

(1) The substring ""sort"", ""reflect"", ""sol_calc"", or ""import"" must
not appear in your solution. 

(2) Unlike defined in Cormen, arrays and strings of length
$n$ start at 0 and end at $n-1$. 

(3) Use the ""StringBuilder"" class to generate your solution.
Do not use the Java ""String"" class if you are building your solution
incrementally, because the strings have to be regenerated with each call.","String calc(int A[], int B[]){
    int []C = new int[B.length+1];
    for(int i=0;i<A.length;i++)
        C[A[i]]++;
    StringBuilder sol = new StringBuilder();
    for(int i=0;i<B.length;i++)
    {
        if(C[i] > B[i])
            sol.append('0');
        else
            sol.append('1');
    }
    return sol.toString();
}",implementation
20_21-2-1-python,Logistics at the North Pole (Python),"Input: Two arrays $A = [a_1, a_2,...,a_n], B = [b_1, b_2, ..., b_m]$
mit  $1 \leq m, n  \leq 4 \cdot 10^6$
and $\forall 1\leq i  \leq n:  0 \leq a_i,b_i  \leq 10^6$.
Moreover, $\max(A) \leq |B| - 1$

Output:  A binary string $s$ of length $m$ , where the $i$-th digit is
is defined as follows:

$s[i] = \begin{cases} 1, &\text{if } |A|_i \leq B[i] \ 0, &\text{if } |A|_i > B[i] \end{cases}$

where $|A|_i$ describes how often the number $i$ occurs in the array $A$.

Timelimit: 5 CPU seconds

It is Christmas and Santa Claus has little time left: He must
come up with a system to deliver all presents in time.
For this he uses the following system: First, all the cuddly
toys are delivered, then all books, and so on. The category of the
$i-$th gift is $A[i]$. Unfortunately Santa's sleigh does not
have an infinitely large capacity: For objects of the
category $i$, Santa's sleigh has a maximum capacity of $B[ i]$.
Now he would like to know if it is possible to deliver all objects of a
category in one run. For this he wants
you to generate a string with the following properties:
the $i$-th digit is a one if it is possible to deliver all objects of the
category $i$ in one pass and $0$ if this is not possible.
As a reminder, Santa Claus can deliver all objects of the
category $i$ in one pass if $|A|_i \leq B[i]$ holds.
Since Santa does not have much time left, your algorithm must have
a run time of $O(n + m)$.

Hint:

(1) The substring ""import"", ""eval"",""sort"", ""sol_calc"" or ""getattr"" must
not appear in your solution. 

(2) Unlike defined in Cormen, arrays and strings of length
$n$ start at 0 and end at $n-1$.","def calc(A, B):
    C = []
    for i in range(10**6 + 1):
        C.append(0)
    for a in A:
        C[a] = C[a] + 1
    sol = """"
    for i in range(len(B)):
        if C[i] <= B[i]:
            sol += ""1""
        else:
            sol += ""0""
    return sol",implementation
20_21-3-1-java,Knapsack (Java) (revised version 2020/21),"The Knapsack problem is an optimization problem. Which items from an existing
selection should be packed into a limited backpack(Knapsack) in order
to maximize the value to be transported? This problem is in general NP-complete
and therefore probably not efficiently solvable. Assuming that the volumes
of the objects are integers, we can find an algorithm that solves this problem
using dynamic programming. We are looking for an implementation of an algorithm,
which for a given list of objects and a list of items and a maximum backpack
volume outputs the value which can be transported at most. The list of items
consists of two lists, one contains the volumes and one the values. So the
input ([0.5, 0.3], [2, 5], 3 ) gives two items, the first with volume 2 and
value 0.5, the second with volume 5 and value 0.3. The last value indicates
the volume of the Knapsack, in this case the correct output of the algorithm
would be 0.5, because only the 1st item fits into the backpack at all. With a
larger volume of 7, the correct output would be 0.8. It is important to note
that the solution is NOT 1.5, so it is not possible to use the same object
more than once.

Your algorithm must have a run time of $O(n^2)$, where $n$ is the number of items.

Time: 1 CPU second

NOTE:

Items can also have a weight of 0!","/* This function calculates and returns the max
 * value in knapsack with the capacity ""capacity"" wich is filled
 * with stuff of volume ""volumes"" and the value ""values"".
 */
public double knapSack(double[] values, int[] volumes, int capacity) {
    assert values.length == volumes.length;

    int n = values.length;
    double[][] Result = new double[n+1][];

    for(int i = 0; i < n+1; ++i) {
        Result[i] = new double[capacity+1];
    }

    for(int i = n-1; i > -1; --i) {
        for(int j = 0; j < capacity+1; ++j) {
            if (volumes[i] <= j) {
                Result[i][j] = Math.max(values[i] + Result[i+1][j-volumes[i]], Result[i+1][j]);
            } else {
                Result[i][j] = Result[i+1][j];
            }
        }
    }
    return Result[0][capacity];
}",implementation
20_21-3-2-python,Longest path DAG (Python),"Input: A natural number $1 \leq N \leq 2500$, which indicates how many
vertices the graph $G$ has, and a two-dimensional array $A$ of size
size $1 \leq M \leq 10^6$ of integers
$A = [[a^{1}_1,a^{2}_1],[a^{1}_2,a^{2}_2],...,[a^{1}_M,a^{2}_M]]$ which is
encodes the set of edges of $G$.  If $[a,b] \in A$, then there is a
directed edge from the vertex $a$ to the vertex $b$. You may assume
that there are no directed cycles in $G$. For example: Let $N = 3$
and $A = [[1,2],[2,3]]$ then the following graph is obtained:

[]

Output: The length of the longest directed path in $G$.
Your algorithm has to compute the solution in $O(N+M)$.

Time limit: 1 CPU second

Hint:

(1) The libraries java.util.Arrays, java.util.ArrayList, java.lang.Math
are already imported automatically.

(2) If you have difficulties with this task: Ignore
the runtime restrictions and first implement a naive 
recursive solution. Then use dynamic programming
(memoization) to achieve the desired runtime.

(3) Some test cases have been hidden and are not displayed to
prevent hardcoding of the solutions.","def dfs(node, graph, memo):
    if len(graph[node]) == 0:
        return 0
    elif memo[node] != -1:
        return memo[node]
    else:
        sol = 0
        for child in graph[node]:
            sol = max(sol, dfs(child, graph, memo) + 1)
        memo[node] = sol
        return memo[node]


def calc(N, A):
    graph = [[] for _ in range(N + 1)]
    memo = [-1] * (N + 1)
    graph[0] = [x for x in range(1, N + 1)]
    for edge in A:
        start, end = edge
        graph[start].append(end)
    return dfs(0, graph, memo) - 1",implementation
21_22-1-1-python,Divide and Conquer Recurrence [Python],"Input: $n_0 \in \mathbb{N}_0: \; 0 \leq n_0 \leq 10^{9}$ 

Output: $a_{n_0} \; mod \; 10^9+7$ with
$a_{n+1}=2 a_{n}+1 \; \; n \in \mathbb{N}_0, a_{0}=0$

Calculate in $O(\: log \: n)$ the output for any input
in the function ""def calc(n):"" that takes only an integer as a parameter.
For the implementation you must not use the keyword
""import"", ""**"", ""eval"" , ""checkCalc"", ""globals"", ""pow"" or ""expo"".

For easier debugging, you can divide your result in each calculation step by modulo $10^9+7$. For example:

def calc(a,b,c):

    res = (a+b) % 10000007

    res = (res+c) % 10000007

    return (res+1000) % 10000007

Hints:

1. Find a closed form for the recurrence.

2. Use ""//"" (without the quotation marks) to perform integer division in
Python and to avoid floats.

3. If $b$ is even, then:

$a^b = (a^{\frac{b}{2}})^2 = a^{\frac{b}{2}} \cdot a^{\frac{b}{2}}$

If $b$ is odd, then:

$a^b = a^{b-1} \cdot a$","def calc(n):
    a = 2; b = n; c = 1000000007
    return expo(a,b,c) - 1
def expo(a,b,c):
    if b == 0:
        return 1 % c
    elif b % 2:
        return (a * expo(a,b-1,c)) % c
    else:
        a = expo(a,b // 2,c) % c
        return (a*a) % c",implementation
21_22-1-2-python,Divide and Conquer Function [Python],"Let $N \in \mathbb{N} \land N \leq 10^{18}$ and
$f_N:\mathbb{N}_0 \mapsto \{0,1\}, \; n \mapsto \begin{cases}1, & \text { if } n \geq N \ 0, & \text { if } n < N \end{cases}$
a binary function, where $N$ is unknown. The goal of the task is to calculate $N$ 
in $O(log \: n)$.

Input: A binary function $f_N$, where $N$ is unknown.

Output: $N$.

The function $f_N$ is available as argument in the
implementation.  For the implementation you must not use the keyword
""import"" , ""globals"" or ""eval"". Calculate the output
in $O(log \: n)$ in the function ""calc(f)"".

Hints:

1. Analyze the monotonicity of the function.

2. Let $x \in \mathbb{N}$ with $f_N(x) = 0$. What do we know for all
values $y \in \mathbb{N}, y < x$? Now let $f_N(x) = 1$. What do we know
for all values $z \in \mathbb{N}, x < z$?","def calc(f):
    l = 0
    r = 10**(18)
    while 0 <= l <= r:
        m = ((r + l) // 2)
        #print(m)
        if f(m):
            r = m - 1
        else:
            l = m + 1
    if f(m):
        return m
    else:
        return m + 1",implementation
21_22-1-1-java,Divide and Conquer Recurrence [Java],"Input: $n_0 \in \mathbb{N}_0: \; 0 \leq n_0 \leq 10^{9}$ 

Output: $a_{n_0} \; mod \; 10^9+7$ with
$a_{n+1}=2 a_{n}+1 \; \; n \in \mathbb{N}_0, a_{0}=0$

Calculate in $O(\: log \: n)$ the output for any input
in the function ""long calc(n)"" with an integer parameter/long
parameter . For the implementation you must not use the keyword
""import"", ""**"", ""eval"" , ""checkCalc"" or ""expo"".

For easier debugging, you can divide your result in each calculation step by modulo $10^9+7$. For example:

long calc(long a,long b,long c){

    long res = (a+b) % 1000000007;

    res = (res+c) % 1000000007;

    return (res+1000) % 1000000007;

}

Hints:

1. Find a closed form for the recurrence.

2. Use integer divison and floats avoided.

3. If $b$ is even, then:

$a^b = (a^{\frac{b}{2}})^2 = a^{\frac{b}{2}} \cdot a^{\frac{b}{2}}$

If $b$ is odd, then:

$a^b = a^{b-1} \cdot a$","long calc(long n){
    long  a = 2, b = n, c = 1000000007;
    return expo(a,b,c) - 1;
}

long expo(long a,long b,long c){
    if (b == 0)
        return 1;
    else if (b % 2 == 1)
        return (a * expo(a,b-1,c)) % c;
    else{
        a = expo(a,b / 2,c);
        return (a*a) % c;
    }
}",implementation
21_22-1-2-java,Divide and Conquer Function [Java],"Let $N \in \mathbb{N} \land N \leq 10^{18}$ and
$f_N:\mathbb{N}_0 \mapsto \{0,1\}, \; n \mapsto \begin{cases}1, & \text { if } n \geq N \ 0, & \text { if } n < N \end{cases}$
a binary function, where $N$ is unknown. The goal of the task is $N$ 
in $O(log \: n)$.

Input: a binary function $f_N$, where $N$ is unknown.

Output: $N$.

The function $f_N$ is available as argument in the
implementation.  For the implementation you must not use the keyword
""import"" or ""eval"". Calculate the output
in $O(log \: n)$ in the function ""calc(f)"".
The function name in the code is ""f_N(n)"" and returns 0 or 1

Hints:

1. Analyze the monotonicity of the function.

2. Let $x \in \mathbb{N}$ with $f_N(x) = 0$. What do we know for all
values $y \in \mathbb{N}, y < x$? Now let $f_N(x) = 1$. What do we know
for all values $z \in \mathbb{N}, x < z$?","long calc(){
    long l = 0;
    long r = Long.parseUnsignedLong(""1000000000000000000"");
    long m = ((r + l) / 2);
    while (0 <= l && l <= r){
        m = ((r + l) / 2);
        
        if (f_N(m) != 0)
            r = m - 1;
        else
            l = m + 1;
    }
    if (f_N(m) != 0)
        return m;
    else
        return m + 1;
}",implementation
21_22-2-1-python,Logistics at the North Pole (Python),"It's Christmas and Santa Claus has little time left: he must
to come up with a system to deliver all the presents on time.
To do this, he uses the following system: first, all the cuddly
toys are delivered, then all the books, and so on. The category of the
$i-$th gift is $A[i]$. Unfortunately the sleigh of
Santa Claus does not have an infinitely large capacity: For objects of the
category $i$, Santa's sleigh has a maximum capacity of $B[ i]$.
Now he would like to know if it is possible to deliver all the
objects of a category in one run. For this he wants
you to generate a string with the following properties:
the $i$-th digit is a one, if it is possible to deliver
all objects of the category $i$ in one pass and $0$,
if this is not possible. As a reminder, Santa Claus can
deliver all objects of category $i$ in one pass,
if $|A|_i \leq B[i]$ holds. Since Santa does not have much time left
your algorithm must have a runtime of $O(n + m)$.

Input: Two arrays $A = [a_1, a_2,...,a_n], B = [b_1, b_2, ..., b_m]$
with $1 \leq m, n \leq 4 \cdot 10^6$
and $\forall 1\leq i \leq n: 0 \leq a_i,b_i \leq 10^6$. Furthermore
it holds: $\max(A) \leq |B| - 1$

Output:  A binary string $s$ of length $m$ , where the $i$-th digit is
is defined as follows:

$s[i] = \begin{cases} 1, &\text{when } |A|_i \leq B[i] \ 0, &\text{when } |A|_i > B[i] \end{cases}$

where $|A|_i$ describes how many times the number $i$ occurs in the array $A$.

Timelimit: 5 CPU seconds

Hint:

(1) The substring ""import"", ""eval"", ""sort"", ""sol_calc"", or ""getattr""
must not appear in your solution. 

(2) Unlike defined in Cormen, arrays and strings of length
$n$ start at 0 and end at $n-1$ .","def calc(A, B):
    C = []
    for i in range(10**6 + 1):
        C.append(0)
    for a in A:
        C[a] = C[a] + 1
    sol = """"
    for i in range(len(B)):
        if C[i] <= B[i]:
            sol += ""1""
        else:
            sol += ""0""
    return sol",implementation
21_22-2-2-python,Transporting Goods (Python),"In a large warehouse, one robot is responsible for transporting
goods from warehouse X to warehouse Y. The robot worked $n$ days.
On the $i-$th (for $0\leq i\leq n-1$) day, the robot moved $x_i$ goods
from the first warehouse to the second warehouse. These values are stored in a
list of length $n$ of non-negative integers:
$A = [x_0,...,x_{n-1}]$. Now we want to process a list of
queries $B = [(l_1,r_1),...,(l_n,r_n)]$. 

For this one would like to know how many goods the robot has tranported between the days
$l_i$ and $r_i$ with $0\leq l_i \leq r_i \leq n-1$ for
$1\leq i\leq n$. Here $[l_i,r_i]$ forms a closed
interval. For example, for $A = [x_0,x_1] = [4,5]$ and queries
$B =[(l_1,r_1),(l_2,r_2)] = [(1,1),(0,1)]$ we get
$[\sum_{i=l_1}^{r_1}x_i,\sum_{i=l_2}^{r_2}x_i] = [\sum_{i=1}^{1}x_i,\sum_{i=0}^{1}x_i] = [5, 4 + 5]$.

So for each query, we want to return a list of the following
form:

$[\sum_{i=l_1}^{r_1}x_i,...,\sum_{i=l_n}^{r_n}x_i]$. This calculation
shall be done in $O(n)$.

The string ""check_calc"" or ""eval"" must not appear in your solution.

Input: a list of length $n$ of non-negative integers:
$A = [x_0,...,x_{n-1}]$ and a list of two-tuples of length
$O(n)$ $B = [(l_1,r_1),...,(l_n,r_n)]$ with $0\leq l_i \leq r_i \leq n-1$
for $1\leq i\leq n$).

Output: A list of length $n$ of non-negative integers:

$[\sum_{i=l_1}^{r_1}x_i,...,\sum_{i=l_n}^{r_n}x_i]$ computed in $O(n)$.

Here the string ""check_calc"" or ""eval"" must not appear in your solution

Note: Let $l_j \geq 1$. Then: 

$\sum_{i=l_j}^{r_j}x_i= \sum_{k=0}^{r_j}x_k - \sum_{k=0}^{l_j - 1}x_k$","def calc(a,b):
    n = len(a)
    c = [0] * n
    d = [0] * n
    c[0] = a[0]
    for i in range(1,n):
        c[i] += a[i] + c[i-1]
    for i in range(n):
        if b[i][0] - 1 >= 0:
            d[i] = c[b[i][1]]- c[b[i][0] - 1]
        else:
            d[i] = c[b[i][1]]
    return d",implementation
21_22-2-1-java,Logistics at the North Pole (Java),"It's Christmas and Santa Claus has little time left: he must
to come up with a system to deliver all the presents on time.
To do this, he uses the following system: first, all the cuddly
toys are delivered, then all the books, and so on. The category of the
$i-$th gift is $A[i]$. Unfortunately the sleigh of
Santa Claus does not have an infinitely large capacity: For objects of the
category $i$, Santa's sleigh has a maximum capacity of $B[ i]$.
Now he would like to know if it is possible to deliver all the
objects of a category in one run. For this he wants
you to generate a string with the following properties:
the $i$-th digit is a one, if it is possible to deliver
all objects of the category $i$ in one pass and $0$,
if this is not possible. As a reminder, Santa Claus can
deliver all objects of category $i$ in one pass,
if $|A|_i \leq B[i]$ holds. Since Santa does not have much time left
your algorithm must have a runtime of $O(n + m)$.

Input: Two arrays $A = [a_1, a_2,...,a_n], B = [b_1, b_2, ..., b_m]$
with $1 \leq m, n \leq 2.85 \cdot 10^7$
and $\forall 1\leq i \leq n: 0 \leq a_i,b_i \leq 2,85 \cdot 10^7$.
Moreover, $\max(A) \leq |B| - 1$

Output:  A binary string $s$ of length $m$ , where the $i$-th digit is
is defined as follows:

$s[i] = \begin{cases} 1, &\text{when } |A|_i \leq B[i] \ 0, &\text{when } |A|_i > B[i] \end{cases}$

where $|A|_i$ describes how many times the number $i$ occurs in the array $A$.

Timelimit: 1 CPU seconds

Hint:

(1) The substring ""sort"", ""reflect"", ""sol_calc"", or ""import"" must 
not occur in your solution. 

(2) Unlike defined in Cormen, arrays and strings of length
$n$ start at 0 and end at $n-1$. 

(3) Use the ""StringBuilder"" class to generate your solution.
Do not use the Java ""String"" class if you are building your solution
incrementally, because the strings have to be newly generated with each call.","String calc(int A[], int B[]){
    int []C = new int[B.length+1];
    for(int i=0;i<A.length;i++)
        C[A[i]]++;
    StringBuilder sol = new StringBuilder();
    for(int i=0;i<B.length;i++)
    {
        if(C[i] > B[i])
            sol.append('0');
        else
            sol.append('1');
    }
    return sol.toString();
}",implementation
21_22-2-2-java,Transporting Goods (Java),"In a large warehouse, one robot is responsible for transporting
goods from warehouse X to warehouse Y. The robot worked $n$ days.
On the $i-$th (for $0\leq i\leq n-1$) day, the robot moved $x_i$ goods
from the first warehouse to the second warehouse. These values are stored in a
list of length $n$ of non-negative integers:
$A = [x_0,...,x_{n-1}]$. Now we want to process a list of
queries $B = [(l_1,r_1),...,(l_n,r_n)]$. 

For this one would like to know how many goods the robot has tranported between the days
$l_i$ and $r_i$ with $0\leq l_i \leq r_i \leq n-1$ for
$1\leq i\leq n$. Here $[l_i,r_i]$ forms a closed
interval. For example, for $A = [x_0,x_1] = [4,5]$ and queries
$B =[(l_1,r_1),(l_2,r_2)] = [(1,1),(0,1)]$ we get
$[\sum_{i=l_1}^{r_1}x_i,\sum_{i=l_2}^{r_2}x_i] = [\sum_{i=1}^{1}x_i,\sum_{i=0}^{1}x_i] = [5, 4 + 5]$.

So for each query, we want to return a list of the following
form:

$[\sum_{i=l_1}^{r_1}x_i,...,\sum_{i=l_n}^{r_n}x_i]$. This calculation
shall be done in $O(n)$.

Input: a list of length $n$ of non-negative integers:
$A = [x_0,...,x_{n-1}]$ and a list of two-tuples of length
$O(n)$ $B = [(l_1,r_1),...,(l_n,r_n)]$ with $0\leq l_i \leq r_i \leq n-1$
for $1\leq i\leq n$).

Output: A list of length $n$ of non-negative integers:

$[\sum_{i=l_1}^{r_1}x_i,...,\sum_{i=l_n}^{r_n}x_i]$ computed in $O(n)$.

Note: Let $l_j \geq 1$. Then: 

$\sum_{i=l_j}^{r_j}x_i= \sum_{k=0}^{r_j}x_k - \sum_{k=0}^{l_j - 1}x_k$","int [] calc(int []a, int[][]b){
    
    int n = a.length;
    int [] c = new int[n];
    int [] d = new int[n];
    
    c[0] = a[0];
    for (int i = 1; i < n ; i++){
        c[i] = a[i] + c[i-1];
    }
    for (int i = 0; i < n ; i++){
        if (b[i][0]-1 >= 0){
            d[i] = c[b[i][1]] - c[b[i][0] - 1];
        }else{
            d[i] = c[b[i][1]];
        }
    }
    return d;   
}",implementation
21_22-3-1-python,Billboard (Python),"(This task is a slightly modified old exam task from the
WS 2020/21)

A company obtains permission to place billboards on one side of a road.
Along the $n \in \mathbb{N}$ kilometers long road, there are $n+1$ suitable
locations at intervals of exactly one kilometer. For the location at kilometer
$i \in\{0,1, \ldots, n\}$ advertisers are willing to pay an amount $w_i$
with $0 < w_{i} < 10^9$ to the company. However, the road traffic regulation states
that there must be at least two kilometers between every two billboards.
So if the company places a billboard at kilometer $i$, then at kilometer $i-1$ and $i+1$
no billboard may be placed.

Help the company determine a selection of locations that will
maximizes the total profit from renting the sites.

Input: an array $W$ of size $n+1$ for a
$n \in \mathbb{N} \land 1 \leq n \leq 1000$.

Output: The maximum profit that can be obtained from the billboards.

The output must be calculated in $O(n)$.","def opt(W):
    n = len(W) - 1
    memo = [-1] * (n + 1)
    return opt_helper(n, W, memo)


def opt_helper(n, W, memo):
    if n == 0:
        return W[0]
    if n == 1:
        return max(W[0], W[1])
    if memo[n] != -1:
        return memo[n]
    else:
        memo[n] = max(W[n] + opt_helper(n - 2, W, memo), opt_helper(n - 1, W, memo))
        return memo[n]",implementation
21_22-3-2-python,Longest path DAG (Python),"The goal of this task is to find the longest path in the dag (directed acyclic
graph) in $O(N+M)$. 

Input: A natural number $1 \leq N \leq 2500$, which indicates how many
nodes the graph $G$ has. A two dimensional array $A$ of the
size $1 \leq M \leq 10^6$ of integers
$A = [[a^{1}_1,a^{2}_1],[a^{1}_2,a^{2}_2],...,[a^{1}_M,a^{2}_M]]$, which
encodes the node and edge set of $G$.  If $[a,b] \in A$, then
there is a directed edge from the node$a$ to the node $b$. You
may assume that there are no directed cycles in $G$. An
example: let $N = 3$ and the edges $A = [[1,2],[2,3]]$ then the result is
the following graph:

[]

Output: The length of the longest directed path in $G$.
Your algorithm must compute the solution in $O(N+M)$.

Time limit: 4 CPU seconds ($O(N+M)$ ).

Hint:

(1) The substring ""import"", ""eval"", ""sol_calc"", or ""getattr"" must not
appear in your solution. 

(2) If you have difficulties with this task: Ignore
the runtime restrictions and first implement a naive 
recursive solution. Then use dynamic programming
(memoization) to achieve the desired runtime.

(3) Some test cases have been hidden and are not displayed to 
prevent hardcoding of the solutions.
(4) If you have difficulties with the task, read the following
pages from Cormen (Introduction to algorithms third edition) pp.
384-389 (from the subitem ""overlapping subproblems"") and/or
https://en.wikipedia.org/wiki/Overlapping_subproblems.","def dfs(node, graph, memo):
    if len(graph[node]) == 0:
        return 0
    elif memo[node] != -1:
        return memo[node]
    else:
        sol = 0
        for child in graph[node]:
            sol = max(sol, dfs(child, graph, memo) + 1)
        memo[node] = sol
        return memo[node]


def calc(N, A):
    graph = [[] for _ in range(N + 1)]
    memo = [-1] * (N + 1)
    graph[0] = [x for x in range(1, N + 1)]
    for edge in A:
        start, end = edge
        graph[start].append(end)
    return dfs(0, graph, memo) - 1",implementation
21_22-3-1-java,Billboard (Java),"(This task is a slightly modified old exam task from the
WS 2020/21)

A company obtains permission to place billboards on one side of a road.
Along the $n \in \mathbb{N}$ kilometers long road, there are $n+1$ suitable
locations at intervals of exactly one kilometer. For the location at kilometer
$i \in\{0,1, \ldots, n\}$ advertisers are willing to pay an amount $w_i$
with $0 < w_{i} < 10^9$ to the company. However, the road traffic regulation states
that there must be at least two kilometers between every two billboards.
So if the company places a billboard at kilometer $i$, then at kilometer $i-1$ and $i+1$
no billboard may be placed.

Help the company determine a selection of locations that will
maximizes the total profit from renting the sites.

Input: an array $W$ of size $n+1$ for a
$n \in \mathbb{N} \land 1 \leq n \leq 1000$.

Output: The maximum profit that can be obtained from the billboards.

The output must be calculated in $O(n)$.","long opt(long []W){
    int n = W.length - 1;
    long []memo = new long [n+1];
    for (int i = 0; i < n+1; i++)
        memo[i] = -1;
    return opt_helper(n,W,memo);
}


long opt_helper(int n,long [] W,long [] memo){
    if (n == 0)
        return W[0];
    if (n == 1)
        return Math.max(W[0], W[1]);
    if (memo[n] != -1)
        return memo[n];
    memo[n] = Math.max(W[n] + opt_helper(n - 2, W, memo), opt_helper(n - 1, W, memo));
    return memo[n];
}",implementation
21_22-3-2-java,Longest path DAG (Java),"The goal of this task is to find the longest path in the dag (directed acyclic
graph) in $O(N+M)$. 

Input: A natural number $1 \leq N \leq 2500$, which indicates how many
nodes the graph $G$ has. A two dimensional array $A$ of the
size $1 \leq M \leq 10^6$ of integers
$A = [[a^{1}_1,a^{2}_1],[a^{1}_2,a^{2}_2],...,[a^{1}_M,a^{2}_M]]$, which
encodes the node and edge set of $G$.  If $[a,b] \in A$, then
there is a directed edge from the node$a$ to the node $b$. You
may assume that there are no directed cycles in $G$. An
example: let $N = 3$ and the edges $A = [[1,2],[2,3]]$ then the result is
the following graph:

[]

Output: The length of the longest directed path in $G$.
Your algorithm must compute the solution in $O(N+M)$.

Time limit: 1 CPU second ($O(N+M)$ ).

Hint:

(1) The libraries java.util.Arrays, java.util.ArrayList, java.lang.Math
are already imported automatically.

(2) If you have difficulties with this task: Ignore
the runtime restrictions and first implement a naive 
recursive solution. Then use dynamic programming
(memoization) to achieve the desired runtime.

(3) Some test cases have been hidden and are not displayed to 
prevent hardcoding of the solutions.
(4) If you have difficulties with the task, read the following
pages from Cormen (Introduction to algorithms third edition) pp.
384-389 (from the subitem ""overlapping subproblems"") and/or
https://en.wikipedia.org/wiki/Overlapping_subproblems.","int dfs(int node,ArrayList<ArrayList<Integer>> graph,int[] memo){
    if(graph.get(node).size() == 0){
        return 0;
    }
    else if(memo[node] != -1)
        return memo[node];
    else
    {
        int sol = 0;
        for (int i = 0; i < graph.get(node).size(); i++) {
            sol = Math.max(sol,dfs(graph.get(node).get(i),graph,memo) + 1);
        }
        memo[node] = sol;
        return memo[node];
    }
}

int calc(int N, int[][] A){
    ArrayList<ArrayList<Integer>> graph = new ArrayList<>(N+1);
    for (int i = 0; i <= N; i++) {
      graph.add(new ArrayList<>());
      if(i != 0)
          graph.get(0).add(i); 
    }
    for (int i = 0; i < A.length; i++) {
      int start,end;
      start = A[i][0];
      end = A[i][1];
      graph.get(start).add(end);
    }
    int[] memo = new int[N+1];
    for (int i = 0; i <= N; i++) {
      memo[i] = -1;
    }
    return dfs(0,graph,memo)-1;
}",implementation
asym-1-java,Asymptotic Analysis - Triangular Sum with Halving Helper (Java),"Calculate the asymptotic worst case running time of the functions below, as a function of the length N of the input array `a`.

- You must write your answer in the text field provided.
- Your answer should include a detailed analysis of both functions.
- You can use the Theta notation or the big-O notation with tight bounds.
- Your analysis should refer to line numbers.
- For every loop you need to specify the number of iterations and the cost per iteration.
- Each step of the analysis should be justified with one or two sentences.

public final class AsymQ1 {
    // `a` has length N.
    // Your analysis should be based on N.
    public static int f(int[] a) {
        int n = a.length;
        int s = 0;
        for (int i = 0; i < n; i++) {
            for (int j = 0; j <= i; j++) {
                s += a[j] * a[i];
            }
        }
        int t = g(a);
        return s + t;
    }

    private static int g(int[] a) {
        int n = a.length;
        int t = 0;
        int k = n;
        while (k > 0) {
            t += a[k - 1];
            k = k / 2;
        }
        return t;
    }
}","Let N be the length of array a.

Method f
Part A: int n = a.length; int s = 0; — constant-time initialisation.
Part B (nested loops over i, j): the body executes for every (i, j) with 0 <= j <= i < N.
Part C: int t = g(a); return s + t; — a single call to g plus a constant-time return.

Parts A and the return statement of Part C are Theta(1).

Part B (nested loops):
- Combined iterations: when i = 0 the inner loop runs once; when i = 1 it runs twice; ...; when i = N-1 it runs N times. Total = 1 + 2 + ... + N = N(N+1)/2 = Theta(N^2).
- Cost per iteration: Theta(1) — two array reads, one multiplication, one += assignment, loop checks and increments.
- Total cost of Part B: Theta(N^2) iterations x Theta(1) = Theta(N^2).

Part C:
- Cost of the call to g is Theta(log N) (see analysis of g below); the addition and return are Theta(1).
- Total cost of Part C: Theta(log N).

Overall running time of f:
Theta(1) (Part A) + Theta(N^2) (Part B) + Theta(log N) (Part C) = Theta(N^2).

Method g
Part D: int n = a.length; int t = 0; int k = n; — constant-time initialisations.
Part E (while loop): each iteration accesses a[k-1] and halves k.
Part F: return t; — constant time.

Parts D and F are Theta(1).

Part E:
- Iterations: k starts at N and is replaced by k/2 each iteration, so the loop terminates after Theta(log N) iterations (k reaches 0 when it has been halved log2(N)+1 times).
- Cost per iteration: Theta(1) — one array read, one += assignment, one division, one comparison.
- Total cost of Part E: Theta(log N) x Theta(1) = Theta(log N).

Overall running time of g:
Theta(1) + Theta(log N) + Theta(1) = Theta(log N).",analysis
